COMBUSTÍVEL;ANO;REGIÃO;ESTADO;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;TOTAL
ÓLEO DIESEL (m3);2007;REGIÃO NORDESTE;MARANHÃO;64163,75942;63276,34561;67477,10539;61850,77771;69416,47061;65623,97564;76201,11535;779812,2737;64798,97668;55028,57392;66691,07168;60891,31366;64392,78803
ÓLEO DIESEL (m3);2007;REGIÃO NORDESTE;PIAUÍ;27184,30175;26626,18843;29278,5565;29637,4475;26918,45821;31118,53324;29603,70247;33546,05829;334862,7647;26698,22015;22164,28881;26034,61502;26052,39435
ÓLEO DIESEL (m3);2007;REGIÃO NORDESTE;CEARÁ;46743,08993;51810,36502;52327,04698;55640,11876;60302,04499;55419,8944;62184,28718;59471,92551;65884,14465;660767,0227;52955,07524;46417,84732;51611,18268
ÓLEO DIESEL (m3);2007;REGIÃO NORDESTE;RIO GRANDE DO NORTE;29533,19314;26836,43139;27714,94383;27276,52956;28752,14857;32335,64159;30165,86933;33983,78114;32731,29451;32539,99143;358009,7152;30055,39364;26084,4971
ÓLEO DIESEL (m3);2007;REGIÃO NORDESTE;PARAÍBA;25838,50189;29477,39945;26205,84489;28605,09465;26675,06628;28206,81629;31205,87991;29755,27336;33624,98293;32730,25826;32520,48027;354242,4052;29396,80697
ÓLEO DIESEL (m3);2007;REGIÃO NORDESTE;PERNAMBUCO;78496,95034;68291,44391;75714,31999;67747,50733;72927,14428;69869,57538;71073,72056;77200,95055;75882,38961;87961,17667;86513,04041;86530,87563;918209,0947
ÓLEO DIESEL (m3);2007;REGIÃO NORDESTE;ALAGOAS;315257,1496;33330,88595;26968,47594;24116,80368;20064,63924;20930,50811;20305,58657;21191,44425;22420,60233;24013,69577;34398,41646;34227,98401;33288,10729
ÓLEO DIESEL (m3);2007;REGIÃO NORDESTE;SERGIPE;25552,87071;287170,2751;22865,06252;19649,29419;22918,58001;22747,42387;25649,83452;23335,61079;23290,70741;24281,78568;22368,04762;27906,81048;26604,24732
ÓLEO DIESEL (m3);2007;REGIÃO NORDESTE;BAHIA;192455,6851;209037,1184;2206097,779;170446,9792;146274,064;179546,8075;174809,1116;185671,4454;183221,0221;179933,0169;198019,2584;180406,9683;206276,3017
ÓLEO DIESEL (m3);2007;REGIÃO SUDESTE;MINAS GERAIS;540094,9779;505454,8439;454306,0627;5720685,731;403469,6183;393937,2024;493370,2752;450032,5196;488127,2596;473088,0167;493346,2635;533771,0167;491687,6749
ÓLEO DIESEL (m3);2007;REGIÃO SUDESTE;ESPÍRITO SANTO;63225,5438;72221,59495;65538,50023;71537,17136;872670,2094;70501,36515;63786,76678;78906,37534;72112,36737;81011,30661;73317,73565;77815,01798;82696,46416
ÓLEO DIESEL (m3);2007;REGIÃO SUDESTE;RIO DE JANEIRO;211080,4425;193501,7204;212397,4105;202420,6026;202652,9809;2355824,07;186225,841;173632,1415;203257,7752;186198,3369;193692,2072;190572,5762;200192,0352
ÓLEO DIESEL (m3);2007;REGIÃO SUDESTE;SÃO PAULO;820669,3424;937900,469;853819,1572;922099,5869;864121,7141;756156,7744;9790389,342;662639,687;678763,0925;828426,8955;766365,1817;847491,8405;851935,6006
ÓLEO DIESEL (m3);2007;REGIÃO SUL;PARANÁ;310869,6886;309806,2199;346730,1421;315516,535;348680,0101;307087,5062;269179,5225;3705978,749;257834,5916;288830,7808;367932,8617;288377,272;295133,619
ÓLEO DIESEL (m3);2007;REGIÃO SUL;SANTA CATARINA;154974,2407;154446,0623;153228,5738;168566,7056;150812,176;167944,4792;161430,9106;147647,5062;1867866,64;145774,2635;140263,1935;170516,6264;152261,9018
ÓLEO DIESEL (m3);2007;REGIÃO SUL;RIO GRANDE DO SUL;227196,0842;210717,2214;197843,637;201763,4337;220354,981;211023,2812;250060,6358;247338,5631;205834,6128;2592199,167;184725,0395;179266,2177;256075,4597
ÓLEO DIESEL (m3);2007;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;92408,21694;68347,89602;71205,29857;74323,15152;77560,80433;85129,08999;75392,9912;83777,65091;79782,11419;66557,31115;908581,9391;62683,30599;71414,1083
ÓLEO DIESEL (m3);2007;REGIÃO CENTRO-OESTE;MATO GROSSO;133812,7558;159891,8257;116141,2965;119724,8962;144115,1748;153898,1496;155249,1694;144436,3634;165588,4318;141215,0249;112177,4602;1663248,877;116998,329
ÓLEO DIESEL (m3);2007;REGIÃO CENTRO-OESTE;GOIÁS;117131,2073;122096,4784;155029,4138;128550,0273;137896,816;143626,7681;148696,1022;164656,5823;150833,9259;170692,7815;160330,0554;132831,617;1732371,775
ÓLEO DIESEL (m3);2007;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;368313,2328;26414,44374;25573,61807;31875,14113;30286,78849;32274,26623;30462,11764;31484,84964;33968,30453;30713,86767;33824,94509;31601,53225;29833,35834
ÓLEO DIESEL (m3);2008;REGIÃO NORTE;RONDÔNIA;54242,71181;666985,8324;45305,49797;46344,54534;48343,45346;52185,37788;54755,24414;55433,85565;61961,36815;61492,30275;60682,71673;68011,88012;58226,87835
ÓLEO DIESEL (m3);2008;REGIÃO NORTE;ACRE;9618,002601;8965,951148;128170,735;14317,39878;7336,730659;7948,204036;7604,244623;9420,441508;10207,61055;11467,63476;12031,35138;13088,72853;16164,43639
ÓLEO DIESEL (m3);2008;REGIÃO NORTE;AMAZONAS;69273,39392;64382,73902;71379,44397;740401,067;51205,61634;53644,10081;57807,68336;57983,0028;57813,84687;63305,69411;64253,63806;64894,96866;64456,93909
ÓLEO DIESEL (m3);2008;REGIÃO NORTE;RORAIMA;6108,151725;5726,857919;5482,176822;7175,683857;68044,67971;5799,728674;6117,762892;6160,543613;6061,666805;4848,282907;4730,33367;4847,524955;4985,965875
ÓLEO DIESEL (m3);2008;REGIÃO NORTE;PARÁ;138770,6381;139286,5312;142317,7293;123354,3939;122768,5459;1509833,347;119718,1036;115256,8336;112055,6297;113924,1324;118796,102;127060,0105;136524,697
ÓLEO DIESEL (m3);2008;REGIÃO NORTE;AMAPÁ;17838,20827;20614,0531;24577,4216;25039,06844;28157,74898;30140,56507;245168,8523;16362,2905;14580,39473;17872,24424;16229,67269;16819,46349;16937,72118
ÓLEO DIESEL (m3);2008;REGIÃO NORTE;TOCANTINS;51302,28367;52801,02797;53730,4592;53648,0511;54206,68335;48827,05809;48076,66162;591917,7559;43375,41347;42011,69339;45376,1931;48525,24735;50036,98356
ÓLEO DIESEL (m3);2008;REGIÃO NORDESTE;MARANHÃO;74953,33909;73325,22923;81221,20407;82277,83441;84320,65227;84293,16366;75802,34706;78840,26227;908193,5743;73111,39805;65774,86154;65605,80504;68667,47764
ÓLEO DIESEL (m3);2008;REGIÃO NORDESTE;PIAUÍ;29845,96542;33704,06746;34591,11337;33395,21993;33005,96206;33951,298;35080,16117;30975,72601;33689,88923;396861,7645;34924,39584;31734,2513;31963,71471
ÓLEO DIESEL (m3);2008;REGIÃO NORDESTE;CEARÁ;64145,51743;56098,95196;61698,81202;66338,49377;62884,15022;62136,91821;64964,96328;66527,75296;60037,71749;64400,25511;765014,632;68993,85307;66787,24651
ÓLEO DIESEL (m3);2008;REGIÃO NORDESTE;RIO GRANDE DO NORTE;28725,23674;29412,15387;28872,9895;28929,72836;29495,87032;35050,34969;30775,28932;33547,7924;34592,20255;31029,64376;33874,05593;377230,9095;32925,59707
ÓLEO DIESEL (m3);2008;REGIÃO NORDESTE;PARAÍBA;31903,09442;29244,92178;28324,82534;28281,95259;28327,79659;28259,35859;30066,47868;30882,54181;33605,31838;34640,0797;31201,03044;33340,61075;368078,0091
ÓLEO DIESEL (m3);2008;REGIÃO NORDESTE;PERNAMBUCO;1023506,776;87223,03871;81844,68512;80956,76283;77102,10896;78587,43245;76328,89622;79700,23677;82299,08929;91849,72638;98905,53559;91889,00941;96820,2542
ÓLEO DIESEL (m3);2008;REGIÃO NORDESTE;ALAGOAS;34884,34299;325839,0372;33857,49047;31322,02391;26775,57493;23904,70523;20864,06584;20071,80521;21674,24054;21828,33146;26863,29608;33130,0324;30663,12815
ÓLEO DIESEL (m3);2008;REGIÃO NORDESTE;SERGIPE;24099,49993;25017,6302;305277,2407;25930,31926;24338,79547;24808,52265;26535,21337;25413,58605;25126,81751;25420,86458;26134,89348;26173,35057;26277,74765
ÓLEO DIESEL (m3);2008;REGIÃO NORDESTE;BAHIA;216596,7582;192172,7519;194150,2481;2619163,838;271659,7276;246771,5273;243319,5434;209252,9687;211637,5476;208067,2398;206711,599;205974,1978;212849,7281
ÓLEO DIESEL (m3);2008;REGIÃO SUDESTE;MINAS GERAIS;548646,4248;562182,769;461903,6439;424062,5753;5910221,727;436384,0088;427775,1625;466408,6203;498150,9278;510871,7029;518058,6769;517190,4183;538586,7967
ÓLEO DIESEL (m3);2008;REGIÃO SUDESTE;ESPÍRITO SANTO;82151,43687;85960,36789;86606,60746;62812,91734;68151,04862;935896,7228;75699,99718;71515,03559;73326,59821;82569,3189;84675,42532;80703,3532;81724,61625
ÓLEO DIESEL (m3);2008;REGIÃO SUDESTE;RIO DE JANEIRO;203838,0369;215098,7746;218309,5356;218657,0596;184974,5465;201543,9461;2437017,428;192331,9501;180591,728;202966,2402;197525,6459;207754,9492;213425,0153
ÓLEO DIESEL (m3);2008;REGIÃO SUDESTE;SÃO PAULO;948954,1493;951123,6945;945652,9706;982659,8736;997236,9466;883413,4146;815347,985;10557333,47;727003,8755;732896,6335;800880,7952;864570,5278;907592,6076
ÓLEO DIESEL (m3);2008;REGIÃO SUL;PARANÁ;328724,0989;339412,2354;345278,3272;332763,5506;357876,4773;347525,5376;307482,1042;282617,6136;3930213,421;277039,3206;306202,9456;361612,5241;343678,6861
ÓLEO DIESEL (m3);2008;REGIÃO SUL;SANTA CATARINA;176036,7157;174965,4253;170443,0177;172241,9176;164240,7727;175658,7987;173949,5282;151529,4116;159461,4739;2002709,103;154892,7739;158742,604;170546,6635
ÓLEO DIESEL (m3);2008;REGIÃO SUL;RIO GRANDE DO SUL;246107,1297;273446,9928;235635,7727;229211,8029;205651,2322;211577,1246;244416,3483;248387,9804;242120,7696;213251,1493;2756189,801;203712,3098;202671,1883
ÓLEO DIESEL (m3);2008;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;93682,08874;108379,8696;80583,10977;77562,65061;82446,65711;87522,47169;89387,12407;91146,82712;95347,14841;77130,70326;68936,40758;1019159,483;67034,42523
ÓLEO DIESEL (m3);2008;REGIÃO CENTRO-OESTE;MATO GROSSO;111564,5507;157397,9993;180562,6821;148323,4158;141965,5486;162815,7485;175374,6077;166957,3138;166964,6159;174151,8017;142019,4651;115646,7785;1843744,528
ÓLEO DIESEL (m3);2008;REGIÃO CENTRO-OESTE;GOIÁS;1961883,397;135446,2899;152079,1381;165433,9299;162710,3141;160056,7927;168700,0877;177628,9844;178153,0898;179129,6623;185596,8027;155396,9068;141551,3984
ÓLEO DIESEL (m3);2008;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;30108,5897;369895,1732;28380,48334;27666,58433;30385,04044;34117,27456;32266,39728;32245,27165;29934,23499;28852,09665;32161,5871;34553,02098;29224,59216
ÓLEO DIESEL (m3);2009;REGIÃO NORTE;RONDÔNIA;57213,82187;53451,40437;695719,9884;48525,07084;46123,97558;50968,35166;49469,49617;54960,75455;62148,93531;68088,46915;63581,84449;67814,10519;73373,75924
ÓLEO DIESEL (m3);2009;REGIÃO NORTE;ACRE;15228,44297;9514,535223;8890,670362;126871,8224;12554,56322;6724,310689;7434,453489;7081,700527;7758,737292;8923,837352;13491,93666;14083,83473;15184,79986
ÓLEO DIESEL (m3);2009;REGIÃO NORTE;AMAZONAS;81047,38779;93305,93256;89318,30203;86633,45714;873379,4233;62668,20024;55657,59298;59636,45113;63129,84442;62852,41145;65376,06513;75738,34445;78015,43397
ÓLEO DIESEL (m3);2009;REGIÃO NORTE;RORAIMA;5358,680219;5693,559382;6093,03377;6098,769029;7605,25078;70775,21917;5651,662583;5373,695845;6218,954562;6060,789767;6151,154203;5187,840879;5281,828155
ÓLEO DIESEL (m3);2009;REGIÃO NORTE;PARÁ;130163,1486;129870,3088;133474,3912;140515,2852;129371,2054;136775,1876;1439084,122;112559,1739;98670,84148;106808,1122;105970,8721;100419,9809;114485,6147
ÓLEO DIESEL (m3);2009;REGIÃO NORTE;AMAPÁ;19353,91396;21546,1635;23763,59809;26968,282;30320,35698;38662,18805;32006,96812;292541,4224;23821,3762;19068,96189;18701,36557;18522,66802;19805,57997
ÓLEO DIESEL (m3);2009;REGIÃO NORTE;TOCANTINS;46400,06735;49791,66435;53248,96387;48641,53678;50210,90361;55856,68366;51488,49736;51659,77406;576580,0304;41740,96495;37518,99083;44944,71928;45077,26432
ÓLEO DIESEL (m3);2009;REGIÃO NORDESTE;MARANHÃO;68455,85965;63370,54393;74336,81403;81320,8658;80107,6887;80880,51824;84699,02143;79339,0075;84385,29487;898698,262;70324,31555;61803,0529;69675,27937
ÓLEO DIESEL (m3);2009;REGIÃO NORDESTE;PIAUÍ;27966,95031;28927,37211;27433,37362;32880,03926;36689,94658;34855,35024;35548,99787;37745,5302;35420,89416;37127,62203;388291,9042;28712,85922;24982,96864
ÓLEO DIESEL (m3);2009;REGIÃO NORDESTE;CEARÁ;51996,93449;55208,29511;52135,04148;52042,75411;60094,48399;67281,38637;65223,52371;68664,80108;72450,33395;67115,57579;72327,06191;741773,5032;57233,31122
ÓLEO DIESEL (m3);2009;REGIÃO NORDESTE;RIO GRANDE DO NORTE;32356,24902;30708,07419;31673,78452;28674,86746;27219,58237;30212,63827;32908,53696;32201,19959;34244,17661;36796,3796;35053,24951;35834,53519;387883,2733
ÓLEO DIESEL (m3);2009;REGIÃO NORDESTE;PARAÍBA;368256,8888;30271,45503;28309,52466;28851,32731;27092,87962;26336,6929;28563,32936;30814,17666;30549,64329;33086,41099;35407,26561;33237,04643;35737,13691
ÓLEO DIESEL (m3);2009;REGIÃO NORDESTE;PERNAMBUCO;105741,0587;1056328,997;86937,76263;76225,42939;84019,2219;77864,18778;74804,26063;80031,04891;84602,29918;86243,58331;94927,9373;104950,6391;99981,56789
ÓLEO DIESEL (m3);2009;REGIÃO NORDESTE;ALAGOAS;34652,9213;37976,28744;326913,6341;32804,59692;26775,95806;27539,49446;21459,22277;19441,11682;20109,54208;22862,94743;20902,83274;26741,68749;35647,02657
ÓLEO DIESEL (m3);2009;REGIÃO NORDESTE;SERGIPE;27850,55415;27551,7772;28466,18447;294802,8292;23777,46862;23035,74199;24543,00514;23387,53237;22231,69869;22273,94711;23650,37174;23317,90632;24716,64143
ÓLEO DIESEL (m3);2009;REGIÃO NORDESTE;BAHIA;221994,1645;231992,051;210842,0011;218878,4158;2464676,938;180752,9032;165426,3914;187461,5246;192555,321;196167,4814;211338,0207;227559,9815;219708,6816
ÓLEO DIESEL (m3);2009;REGIÃO SUDESTE;MINAS GERAIS;509593,1816;523814,7181;555182,705;507712,1381;483675,9959;5756419,718;391667,0481;395346,8922;452613,1105;452727,2619;469283,9303;490436,5312;524366,2054
ÓLEO DIESEL (m3);2009;REGIÃO SUDESTE;ESPÍRITO SANTO;84365,92439;80350,16349;73744,82386;77253,79189;74568,48439;75734,9759;895382,9981;66760,34969;67526,23489;72850,25685;70047,91589;73469,06858;78711,00823
ÓLEO DIESEL (m3);2009;REGIÃO SUDESTE;RIO DE JANEIRO;209395,683;214760,9063;205440,212;214949,9678;220870,472;211614,6739;224679,744;2482817,829;186261,8983;181312,5016;210737,0036;197200,0454;205594,7214
ÓLEO DIESEL (m3);2009;REGIÃO SUDESTE;SÃO PAULO;880124,2638;900262,526;914651,7692;917633,1801;931778,6497;1017723,639;925444,0978;872265,2275;10399446,27;685884,9527;678240,3349;826782,5874;848655,0461
ÓLEO DIESEL (m3);2009;REGIÃO SUL;PARANÁ;330959,6728;315989,981;321964,6653;319250,5015;327465,0757;329344,7747;349355,7815;321683,3596;313050,6328;3853964,313;276077,0819;292071,181;356751,6056
ÓLEO DIESEL (m3);2009;REGIÃO SUL;SANTA CATARINA;170941,4678;172560,3194;164629,1921;164650,0919;167790,9449;164526,8143;167919,0009;183704,5342;173237,3762;172874,5409;2001632,508;150644,6553;148153,5703
ÓLEO DIESEL (m3);2009;REGIÃO SUL;RIO GRANDE DO SUL;185598,6809;255496,5513;281690,1264;225184,7539;218595,0475;221384,239;217857,0629;220081,5721;275685,6784;224318,5847;250657,0685;2771815,529;195266,1636
ÓLEO DIESEL (m3);2009;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;65728,98111;77149,96638;91273,61836;78254,51421;72738,78379;78317,40263;81504,51149;87146,5163;90848,82317;96279,07258;82673,87146;74786,09601;976702,1575
ÓLEO DIESEL (m3);2009;REGIÃO CENTRO-OESTE;MATO GROSSO;1870468,529;135327,3067;158217,7861;179365,0223;136699,6635;134184,9181;160358,222;179011,705;164801,1217;172047,3041;177666,4686;145636,795;127152,2163
ÓLEO DIESEL (m3);2009;REGIÃO CENTRO-OESTE;GOIÁS;145768,2859;1920657,878;126893,5616;135391,1778;159737,1751;153941,8166;153511,0192;162796,8484;183194,002;170939,6652;174420,7666;194876,5279;159187,0318
ÓLEO DIESEL (m3);2009;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;30632,32321;32263,38359;366576,7951;27184,99865;24939,972;30647,31249;30205,06007;29387,7067;30206,6655;32623,60611;31278,94514;32550,60447;34656,21718
ÓLEO DIESEL (m3);2010;REGIÃO NORTE;RONDÔNIA;68597,10995;69126,44427;62629,3588;761900,4374;46396,82701;50683,68291;63486,08896;59965,13545;64473,79296;64091,40264;70197,63442;72131,12124;70121,83881
ÓLEO DIESEL (m3);2010;REGIÃO NORTE;ACRE;16265,17047;17435,28734;13507,81996;10518,01896;152199,1672;11941,16102;7064,859975;9313,656466;9354,216721;11080,1697;13201,20278;16551,22164;15966,38215
ÓLEO DIESEL (m3);2010;REGIÃO NORTE;AMAZONAS;111900,0841;106167,5965;109195,7619;121185,3292;107677,7275;1186647,67;69490,0916;72827,84967;98809,00101;89530,17337;98872,96982;97530,8689;103460,2168
ÓLEO DIESEL (m3);2010;REGIÃO NORTE;RORAIMA;17168,27864;16941,50552;7545,495098;8067,951368;7175,324646;7580,889501;143470,1731;8482,276706;10571,35645;12470,83875;14160,35913;17423,02633;15882,87097
ÓLEO DIESEL (m3);2010;REGIÃO NORTE;PARÁ;133315,155;144713,6571;148306,0135;150712,0086;149983,6328;155296,5811;152329,0355;1635380,538;115795,9933;112216,9008;128439,7924;118784,381;125487,3874
ÓLEO DIESEL (m3);2010;REGIÃO NORTE;AMAPÁ;25778,46626;23363,00738;26229,47907;27959,00615;28906,79708;30733,62566;33771,23989;30839,49662;316445,7553;20907,64373;20798,70735;24105,06524;23053,22089
ÓLEO DIESEL (m3);2010;REGIÃO NORTE;TOCANTINS;52815,27114;54837,33657;55321,38616;59570,99728;60309,85962;60168,45973;58682,25314;58999,39477;57881,00546;665116,349;44781,86422;44908,77388;56839,74701
ÓLEO DIESEL (m3);2010;REGIÃO NORDESTE;MARANHÃO;81780,21142;75752,07775;75596,30524;78930,57093;88851,12002;88911,64586;85479,44854;90413,60406;90601,45033;93601,32607;992051,841;73471,93359;68662,14719
ÓLEO DIESEL (m3);2010;REGIÃO NORDESTE;PIAUÍ;29112,00559;36496,88463;34839,87541;35873,21929;36765,73113;39956,82834;40255,1289;39954,49173;37546,19245;38383,68109;38931,53728;439751,0439;31635,46808
ÓLEO DIESEL (m3);2010;REGIÃO NORDESTE;CEARÁ;64595,49307;58404,73586;70564,52235;64723,35393;66754,59413;66969,46024;74014,15387;75181,5809;76632,09469;75315,51845;76008,33151;79053,25118;848217,0902
ÓLEO DIESEL (m3);2010;REGIÃO NORDESTE;RIO GRANDE DO NORTE;409139,173;33593,03848;31345,48353;37112,58455;33093,02823;33530,46243;32733,30725;34965,76763;32835,97529;34488,30618;34472,77357;34476,19122;36492,25461
ÓLEO DIESEL (m3);2010;REGIÃO NORDESTE;PARAÍBA;38658,01633;403687,1455;31655,40575;29948,68868;34910,41223;31385,44734;30941,72102;30324,27119;33501,06334;34091,14703;35857,53281;35630,2666;36783,17319
ÓLEO DIESEL (m3);2010;REGIÃO NORDESTE;PERNAMBUCO;113542,0824;117042,9698;1209430,716;90292,11887;86202,08108;107200,0701;93539,91762;94497,27084;90680,63332;98649,0094;100947,6739;106263,6043;110573,2842
ÓLEO DIESEL (m3);2010;REGIÃO NORDESTE;ALAGOAS;37039,32818;40173,73255;42804,99522;361465,9157;32121,72811;28643,58746;29158,56492;23616,34551;24051,18978;22618,23624;24841,79312;25961,33139;30435,08326
ÓLEO DIESEL (m3);2010;REGIÃO NORDESTE;SERGIPE;28428,19911;29219,1895;30388,89926;31678,20587;326690,6217;25326,91257;23742,65474;28859,30679;25463,43845;25903,75603;24239,90482;25637,32702;27802,82752
ÓLEO DIESEL (m3);2010;REGIÃO NORDESTE;BAHIA;242883,1646;237747,4977;236662,1333;235063,5355;240577,3536;2729301,585;194304,745;187877,8801;228933,2854;224582,8655;234447,9344;227346,7579;238874,4318
ÓLEO DIESEL (m3);2010;REGIÃO SUDESTE;MINAS GERAIS;581735,8234;584583,8912;572501,6767;569919,5434;545938,6067;537216,7193;6446226,669;439612,6975;456477,9275;539922,0452;521577,1892;548286,0459;548454,5026
ÓLEO DIESEL (m3);2010;REGIÃO SUDESTE;ESPÍRITO SANTO;86417,36251;81411,36523;87575,23391;91961,71309;84159,15997;82575,84512;92023,61451;1002010,067;75908,50462;76216,04549;85284,67448;78178,98714;80297,56124
ÓLEO DIESEL (m3);2010;REGIÃO SUDESTE;RIO DE JANEIRO;225508,6107;227260,4209;231327,6835;236248,9896;235100,2991;228228,9051;226064,8787;227841,4898;2681353,94;199715,3479;200859,0584;231258,4782;211939,7781
ÓLEO DIESEL (m3);2010;REGIÃO SUDESTE;SÃO PAULO;943457,8094;1013500,498;1007617,077;1035389,455;1052249,783;1010396,577;1024913,124;985268,3852;892970,3683;11437950,8;723345,8541;783026,2716;965815,6006
ÓLEO DIESEL (m3);2010;REGIÃO SUL;PARANÁ;401268,8104;341684,2442;339862,2998;347767,7728;367465,1618;384734,4418;373439,3634;370792,6165;353190,5271;324494,6184;4226262,151;283368,0816;338194,213
ÓLEO DIESEL (m3);2010;REGIÃO SUL;SANTA CATARINA;164332,333;198762,1097;180844,3655;177820,1434;181109,4171;185027,0538;191699,6312;189322,6015;187252,0749;189998,0415;184222,2025;2182927,169;152537,1947
ÓLEO DIESEL (m3);2010;REGIÃO SUL;RIO GRANDE DO SUL;204253,6528;208842,2219;303293,4773;284235,4477;244416,8915;237067,2007;237166,2283;260659,1675;248262,5894;295570,8431;276737,9833;257378,8669;3057884,57
ÓLEO DIESEL (m3);2010;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;1069981,687;69124,54255;83928,75105;98342,34411;81838,56084;81001,19082;91763,94744;96803,38529;102211,3932;90190,85635;99924,58889;91709,75113;83142,37514
ÓLEO DIESEL (m3);2010;REGIÃO CENTRO-OESTE;MATO GROSSO;146475,549;2001637,199;141310,7949;181299,5574;191882,7893;145309,5873;149417,7527;167170,4046;179616,6467;171675,0287;169722,5433;183745,5504;174010,9948
ÓLEO DIESEL (m3);2010;REGIÃO CENTRO-OESTE;GOIÁS;185189,4401;165311,5413;2166832,466;137548,1911;158880,2132;176757,7669;170386,7248;175808,7666;189664,0084;203628,2854;199382,2395;198474,4917;205800,7967
ÓLEO DIESEL (m3);2010;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;33570,78401;31944,38349;32426,57546;385077,3007;27910,92618;29012,22322;34671,41064;32599,19247;32182,51347;30556,17326;32612,70041;33858,92452;33731,49355
ÓLEO DIESEL (m3);2011;REGIÃO NORTE;RONDÔNIA;70512,76456;69448,84079;72050,95314;65331,90211;775345,5665;50283,17181;52395,77845;58549,89974;55064,9186;65757,47801;67117,10593;71223,85419;77608,89914
ÓLEO DIESEL (m3);2011;REGIÃO NORTE;ACRE;15133,15482;17055,35155;15667,25651;13921,14035;16043,67225;157630,9858;13339,60278;9234,547401;10036,0011;8388,306686;11180,77877;12856,56611;14774,60752
ÓLEO DIESEL (m3);2011;REGIÃO NORTE;AMAZONAS;116416,3356;130760,8431;118592,8354;121292,0719;113673,2696;119433,2218;1348311,495;102625,5125;100644,9192;104417,5311;102381,196;106929,0736;111144,6854
ÓLEO DIESEL (m3);2011;REGIÃO NORTE;RORAIMA;5704,262316;6099,972674;7334,427116;7354,302872;7259,368822;7697,624114;7879,391257;86166,88106;7371,700501;7692,704536;7733,884618;7529,4965;6509,745731
ÓLEO DIESEL (m3);2011;REGIÃO NORTE;PARÁ;138579,9099;151906,9633;157935,3008;168133,6515;165919,877;167005,0397;171042,4822;166549,6256;1809858,661;132900,5503;122953,4638;138859,078;128072,7189
ÓLEO DIESEL (m3);2011;REGIÃO NORTE;AMAPÁ;24510,66084;26798,66256;27504,40545;31376,43112;32246,25088;33417,66573;35320,24319;39445,88906;44487,59768;371337,9959;23499,6328;22192,28996;30538,26659
ÓLEO DIESEL (m3);2011;REGIÃO NORTE;TOCANTINS;55688,47174;54729,46203;58392,76278;57646,85889;60191,20487;63629,57061;61582,64487;63587,8006;60267,59722;60766,61723;693042,7661;48011,8931;48547,88217
ÓLEO DIESEL (m3);2011;REGIÃO NORDESTE;MARANHÃO;72153,95165;68182,07885;81181,61115;84583,09262;88829,9779;95631,26986;102704,6049;98809,12367;99653,4647;101263,1356;101309,9876;1073723,938;79421,63987
ÓLEO DIESEL (m3);2011;REGIÃO NORDESTE;PIAUÍ;32294,52107;29802,09848;33938,35349;35180,3955;36127,8997;37316,18401;39210,82131;41377,35349;39235,66087;39095,66001;40215,22763;39949,03351;443743,2091
ÓLEO DIESEL (m3);2011;REGIÃO NORDESTE;CEARÁ;906733,9742;67809,14761;66027,94832;69185,48839;66097,96398;71500,97801;73993,70742;77205,40273;83835,2275;82252,48127;81078,78717;81504,81608;86242,02576
ÓLEO DIESEL (m3);2011;REGIÃO NORDESTE;RIO GRANDE DO NORTE;42280,82828;437260,8887;34112,80995;33152,47315;35351,90609;32057,49357;33769,98193;34840,78471;35534,65012;39530,546;39055,84523;37984,1693;39589,40041
ÓLEO DIESEL (m3);2011;REGIÃO NORDESTE;PARAÍBA;38328,28669;40426,06661;429021,5689;33687,05053;32823,89738;35569,09403;32137,08447;33470,7538;33797,85734;34251,97635;37612,28347;38303,46632;38613,75189
ÓLEO DIESEL (m3);2011;REGIÃO NORDESTE;PERNAMBUCO;118674,0681;121237,3459;122760,7668;1298884,251;103277,0532;101446,3331;106942,845;96898,38691;99512,40146;99938,92232;99745,05755;110579,8969;117871,1741
ÓLEO DIESEL (m3);2011;REGIÃO NORDESTE;ALAGOAS;33394,38991;39453,36606;40031,3096;43295,43632;399342,423;38161,5191;35685,91304;37104,45541;27624,3111;25670,22005;25112,763;25426,95482;28381,78463
ÓLEO DIESEL (m3);2011;REGIÃO NORDESTE;SERGIPE;28451,25107;29007,43178;28937,69295;30062,36574;31870,52928;337299,5989;26814,58826;26096,83927;28469,38038;27264,021;28334,96725;26311,0129;25679,51901
ÓLEO DIESEL (m3);2011;REGIÃO NORDESTE;BAHIA;254197,2222;271696,1082;257902,7327;248716,7443;244544,332;247613,8691;2904608,13;212766,7546;207762,2727;230453,2464;236725,939;251195,571;241033,3375
ÓLEO DIESEL (m3);2011;REGIÃO SUDESTE;MINAS GERAIS;586917,7949;606580,3487;650354,2828;629863,9505;606106,8977;591956,3561;559663,2715;6862371,866;460148,9097;506834,1373;529315,4068;541204,5808;593425,929
