COMBUSTÍVEL;ANO;REGIÃO;ESTADO;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;TOTAL
ÓLEO DIESEL (m3);2011;REGIÃO SUDESTE;ESPÍRITO SANTO;98222,09762;95627,73522;93923,36461;101555,6665;99357,85652;89436,26812;93007,67802;91158,47024;1104281,965;84110,77073;84718,92255;88661,92535;84501,21
ÓLEO DIESEL (m3);2011;REGIÃO SUDESTE;RIO DE JANEIRO;235750,0793;248256,9495;245018,2126;244429,0009;260144,3474;249554,8942;245629,0818;246007,0532;250682,9264;2911125,701;222319,2291;228417,8303;234916,0959
ÓLEO DIESEL (m3);2011;REGIÃO SUDESTE;SÃO PAULO;919945,0865;930995,5194;1077351,241;1057116,751;1081387,668;1153826,718;1119478,264;1044231,598;1012486,683;923200,4876;11902171,72;744873,79;837277,9151
ÓLEO DIESEL (m3);2011;REGIÃO SUL;PARANÁ;340437,9298;425490,5067;350137,1016;382751,5553;365483,4027;372889,7785;416040,2836;421758,1551;392533,3318;376114,2009;345871,2677;4482583,825;293076,311
ÓLEO DIESEL (m3);2011;REGIÃO SUL;SANTA CATARINA;166517,7092;175765,3266;207237,9653;192010,5756;198724,9844;186800,4762;183610,9863;195265,7406;200930,7668;201828,3023;199910,7388;190514,9736;2299118,546
ÓLEO DIESEL (m3);2011;REGIÃO SUL;RIO GRANDE DO SUL;3231545,852;216262,8608;232777,4103;324823,9823;289789,1377;267843,9948;244024,1652;239075,9538;264805,4041;290804,3945;297454,7491;305112,0478;258771,7518
ÓLEO DIESEL (m3);2011;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;86198,7374;1156702,989;68456,89009;83153,07033;96580,22867;82696,84992;96996,95841;96774,57075;103876,3019;118879,5326;114079,4861;109668,215;99342,14736
ÓLEO DIESEL (m3);2011;REGIÃO CENTRO-OESTE;MATO GROSSO;180328,7758;146273,2028;2137732,533;124205,9645;176918,8294;208272,4176;153652,675;160524,7135;175493,1124;199850,5337;202471,8128;203002,422;206738,0731
ÓLEO DIESEL (m3);2011;REGIÃO CENTRO-OESTE;GOIÁS;213773,4602;191291,7905;165586,762;2310828,956;142502,2635;175547,3636;178338,1405;181134,1835;197151,4956;204038,6812;215747,8791;224981,0213;220735,9152
ÓLEO DIESEL (m3);2011;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;34288,81812;33719,79513;32248,93617;33014,8186;393135,2959;27775,15655;29603,59199;32997,90844;33374,8728;34268,97795;32878,36726;32985,43707;35978,61581
ÓLEO DIESEL (m3);2012;REGIÃO NORTE;RONDÔNIA;72916,60134;64730,53409;71837,109;70722,99037;60457,17346;772218,653;52944,34623;55320,6656;61418,66332;58738,93224;64907,56236;69025,50537;69198,56966
ÓLEO DIESEL (m3);2012;REGIÃO NORTE;ACRE;18912,33373;19444,71506;19106,26906;21421,81946;19725,06072;16246,18812;214874,3372;17186,42129;12517,83282;15173,62415;16806,64614;18986,52026;19346,90635
ÓLEO DIESEL (m3);2012;REGIÃO NORTE;AMAZONAS;115349,5376;118296,7106;129930,4662;125126,8334;130805,9586;119942,7324;105576,8679;1355732,353;98427,85866;97010,6227;100302,7851;103943,3741;111018,6058
ÓLEO DIESEL (m3);2012;REGIÃO NORTE;RORAIMA;6388,026379;6172,236271;5782,980756;6023,806595;6688,219337;6949,950031;7980,07641;7841,315408;86201,47191;8254,880719;8304,184083;8775,070049;7040,72587
ÓLEO DIESEL (m3);2012;REGIÃO NORTE;PARÁ;147960,7026;167377,9351;171848,4078;175691,7892;191152,8075;175838,1072;190118,6143;182713,7763;170574,064;2018739,443;148021,1559;143087,5411;154354,5423
ÓLEO DIESEL (m3);2012;REGIÃO NORTE;AMAPÁ;33908,41188;33330,40434;36474,91368;38812,35631;37811,04802;43221,62842;40770,35309;43986,96056;50955,25224;49496,59735;472281,7238;32762,13557;30751,66236
ÓLEO DIESEL (m3);2012;REGIÃO NORTE;TOCANTINS;52599,67628;62959,92541;60199,82098;64787,51217;65052,89173;65301,19952;71292,18004;64791,22704;74320,3567;71052,36887;65676,62823;770600,662;52566,87504
ÓLEO DIESEL (m3);2012;REGIÃO NORDESTE;MARANHÃO;92782,89242;84778,37176;92320,65588;90980,66066;98701,55971;97757,73297;104755,8443;111409,0432;103445,7484;111019,2475;111604,6832;103627,4791;1203183,919
ÓLEO DIESEL (m3);2012;REGIÃO NORDESTE;PIAUÍ;518735,5559;37539,46457;34845,76901;39697,21074;40040,38817;42482,66585;42194,84679;44369,12588;47219,29396;42933,19449;48114,78363;51221,11848;48077,69433
ÓLEO DIESEL (m3);2012;REGIÃO NORDESTE;CEARÁ;99817,23144;1028555,971;79008,5422;72606,58381;78635,21313;72249,14913;84744,17459;79509,56468;83160,8438;88052,3234;83791,92798;100566,5268;106413,8904
ÓLEO DIESEL (m3);2012;REGIÃO NORDESTE;RIO GRANDE DO NORTE;61823,22521;62624,68965;518410,513;38563,72736;36178,05469;40154,07747;35062,72165;39328,68386;37609,68006;38421,5838;41399,11347;39260,98542;47983,97034
ÓLEO DIESEL (m3);2012;REGIÃO NORDESTE;PARAÍBA;43702,89;44434,10634;42198,28461;467435,7777;37708,10927;35577,26065;38458,15077;36244,38249;38077,59034;35135,83059;36172,17208;41728,28284;37998,71776
ÓLEO DIESEL (m3);2012;REGIÃO NORDESTE;PERNAMBUCO;112810,8285;136411,1516;166560,2592;156239,9107;1470516,817;113508,3492;110912,4015;121888,5409;107130,6122;113971,5106;108448,3388;106302,6423;116332,2714
ÓLEO DIESEL (m3);2012;REGIÃO NORDESTE;ALAGOAS;29040,03056;30662,90788;40045,69532;41699,64357;40054,03486;405035,6092;40867,28281;37421,59169;36171,87865;26741,52825;28802,97325;27246,1681;26281,87427
ÓLEO DIESEL (m3);2012;REGIÃO NORDESTE;SERGIPE;27308,15712;29805,92582;28467,43294;31171,68729;31168,44455;31089,15176;355820,3774;29556,94567;28072,68714;32414,98521;28656,97561;29834,70426;28273,27998
ÓLEO DIESEL (m3);2012;REGIÃO NORDESTE;BAHIA;270579,5227;271804,9112;284125,8563;258560,0004;284766,5444;267989,6316;262822,3633;3165970,617;240449,9884;227801,0444;266386,4943;259061,3988;271622,8612
ÓLEO DIESEL (m3);2012;REGIÃO SUDESTE;MINAS GERAIS;604992,8268;599255,9287;615715,1724;666230,0442;607186,4982;667177,2175;597265,4933;558335,4782;7100499,595;478747,4558;533048,5224;607840,3998;564704,5574
ÓLEO DIESEL (m3);2012;REGIÃO SUDESTE;ESPÍRITO SANTO;92718,85622;101018,1561;97730,30384;94903,48294;105163,2455;94154,96362;108126,2287;91061,4748;94554,04103;1163872,027;92034,73283;91223,82858;101182,7127
ÓLEO DIESEL (m3);2012;REGIÃO SUDESTE;RIO DE JANEIRO;260865,6776;243602,6444;255671,6532;252754,4624;251113,5703;273172,4148;242590,2747;266839,7817;246099,599;247673,527;3012725,674;238932,5749;233409,4937
ÓLEO DIESEL (m3);2012;REGIÃO SUDESTE;SÃO PAULO;903311,3423;1051825,533;946269,4992;1066016,082;1006901,741;1118145,822;1240225,917;1106656,313;1211488,643;1125585,672;952831,7102;12539134,79;809876,5182
ÓLEO DIESEL (m3);2012;REGIÃO SUL;PARANÁ;340071,2784;370174,2162;433063,2391;369034,6824;395628,5783;372441,8399;402045,7641;468061,4671;414804,787;434592,4779;404807,9052;353530,9518;4758257,187
ÓLEO DIESEL (m3);2012;REGIÃO SUL;SANTA CATARINA;2378493,458;181917,131;190946,2105;217311,8641;196824,9939;206891,1138;189438,6038;192914,1147;218257,955;194912,907;208017,5441;202873,179;178187,8413
ÓLEO DIESEL (m3);2012;REGIÃO SUL;RIO GRANDE DO SUL;251343,7952;3334368,583;244121,9912;244123,1044;323993,7741;297213,1172;288801,4623;269244,3063;252158,9186;288214,1813;259920,2199;302476,2156;312757,4969
ÓLEO DIESEL (m3);2012;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;108379,1291;94141,25524;1244973,288;82540,28796;97962,09773;105618,0823;83497,78447;95413,19411;97588,0169;118765,6831;128605,5695;107544,3216;124917,866
ÓLEO DIESEL (m3);2012;REGIÃO CENTRO-OESTE;MATO GROSSO;242826,6561;209201,7076;186652,4032;2485880,779;157441,0681;224234,961;219620,8429;167797,3626;188393,1474;205068,6859;235514,6915;228466,3336;220662,9193
ÓLEO DIESEL (m3);2012;REGIÃO CENTRO-OESTE;GOIÁS;217689,8076;273046,5115;262663,189;231025,661;2648372,871;154094,7956;191691,0049;210228,0036;193559,4502;212396,4894;226607,7297;234040,0507;241330,1779
ÓLEO DIESEL (m3);2012;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;37819,28309;33779,26947;37052,10851;33715,30487;32449,32655;409471,6145;27828,12377;31540,08363;36202,5196;33602,21578;36364,24535;34119,16549;34999,96845
ÓLEO DIESEL (m3);2013;REGIÃO NORTE;RONDÔNIA;69559,45;72296,8;64277,3;73226,242;68356,233;62045,557;777142,092;58426,203;53261,5;60589,77;62999,587;66524,7;65578,75
ÓLEO DIESEL (m3);2013;REGIÃO NORTE;ACRE;12922;14511,5;15217;14854;15687,166;13953,431;12736,73;157363,623;10546,361;11663,935;10356;12081,5;12834
ÓLEO DIESEL (m3);2013;REGIÃO NORTE;AMAZONAS;112674,339;112223,82;123040,635;121270,167;113926,083;123802,122;101785,183;106909,755;1346465,119;106242,235;101904,124;108269,342;114417,314
ÓLEO DIESEL (m3);2013;REGIÃO NORTE;RORAIMA;10425,2;6958,2;6585,5;6637;6546,6;8089,8;10474,5;9813,9;9802,4;101582,9;8739;7943,6;9567,2
ÓLEO DIESEL (m3);2013;REGIÃO NORTE;PARÁ;160134,067;165820,576;168158,272;174649,772;187805,016;190240,03;188651,32;208028,698;197465,857;182871,491;2134125,322;160874,007;149426,216
ÓLEO DIESEL (m3);2013;REGIÃO NORTE;AMAPÁ;32537,727;35213,526;34794,714;35451,727;37417,785;37847,915;43369,049;41658,267;49794,993;52163,454;46426,16;483124,121;36448,804
ÓLEO DIESEL (m3);2013;REGIÃO NORTE;TOCANTINS;59052,4;58130,35;69911,7;72000,484;70403,05;68171,998;73084,3;77781,4;74623,05;81011,9;78762,4;70167,187;853100,219
ÓLEO DIESEL (m3);2013;REGIÃO NORDESTE;MARANHÃO;1214221,924;101577,41;88379,21;98625,192;94873,602;94786,071;94524,51;102336,775;108292,126;103581,405;111492,798;108556,255;107196,57
ÓLEO DIESEL (m3);2013;REGIÃO NORDESTE;PIAUÍ;46457,1;550483,151;47672,1;38108,95;44143,25;45481,75;47051,25;44950,6;46646,6;47588,3;45231,101;49283,9;47868,25
ÓLEO DIESEL (m3);2013;REGIÃO NORDESTE;CEARÁ;96946,702;95085,445;1117640,399;103220,176;84638,831;85844,838;87451,922;95740,425;92239,645;91248,175;92527,128;91872,381;100824,731
ÓLEO DIESEL (m3);2013;REGIÃO NORDESTE;RIO GRANDE DO NORTE;46132,73;45098,5;46002,5;562592,719;61229;49236,45;48474,231;51560,033;49570;39395,15;41186,558;42600;42107,567
ÓLEO DIESEL (m3);2013;REGIÃO NORDESTE;PARAÍBA;40251,41;44520,63;43452,23;41953,255;482949,689;41007,66;37794,85;38428,492;40327,34;39341,385;36420,787;39260,93;40190,72
ÓLEO DIESEL (m3);2013;REGIÃO NORDESTE;PERNAMBUCO;118857,211;120722,93;136447,073;135617,273;127960,621;1549418,213;160692,15;127454,41;137357,62;140426,561;123971,628;104637,049;115273,687
ÓLEO DIESEL (m3);2013;REGIÃO NORDESTE;ALAGOAS;28275;29973;30575,57;38423,153;40496,47;39167;401547,381;41327;35535,685;33593;29968;28195,503;26018
ÓLEO DIESEL (m3);2013;REGIÃO NORDESTE;SERGIPE;26836,4;27936,1;30408,403;30177,238;32741,4;32760,3;34906,5;364626,441;30302,6;27123,6;29537,7;30878,9;31017,3
ÓLEO DIESEL (m3);2013;REGIÃO NORDESTE;BAHIA;297634,535;269675,325;289184,703;290766,449;272659,545;296824,356;278882,835;258152,658;3348947,41;253287,877;272400,019;278528,608;290950,5
ÓLEO DIESEL (m3);2013;REGIÃO SUDESTE;MINAS GERAIS;610699,648;629653,006;614164,163;658225,014;693105,31;654867,231;699059,683;645350,56;552083,406;7383990,985;532377,999;514626,121;579778,844
ÓLEO DIESEL (m3);2013;REGIÃO SUDESTE;ESPÍRITO SANTO;91955,219;95898,517;100951,425;95157,146;101245,882;105652,064;102230,879;108680,692;99629,533;85328,692;1168038,835;95067,595;86241,191
ÓLEO DIESEL (m3);2013;REGIÃO SUDESTE;RIO DE JANEIRO;213841,495;246314,216;248609,092;256016,491;242418,142;252018,021;269870,754;252197,75;269815,46;255034,115;250055,184;2994174,508;237983,788
ÓLEO DIESEL (m3);2013;REGIÃO SUDESTE;SÃO PAULO;907519,146;878946,299;992246,256;1104194,412;1147649,463;1075781,336;1161248,14;1272781,396;1155115,935;1233312,376;1131038,188;967017,016;13026849,96
ÓLEO DIESEL (m3);2013;REGIÃO SUL;PARANÁ;5059363,048;386079,995;379959,264;414705,135;424480,427;403589,394;376617,508;454351,791;489305,876;439946,828;477232,054;440184,702;372910,074
ÓLEO DIESEL (m3);2013;REGIÃO SUL;SANTA CATARINA;190357,398;2479788,067;194201,779;181704,655;201524,524;220825,222;208234,024;194411,797;215441,475;215994,043;209134,8;229973,461;217984,889
ÓLEO DIESEL (m3);2013;REGIÃO SUL;RIO GRANDE DO SUL;328241,59;273861,69;3561071,019;264956,541;239136,681;301614,474;363093,922;290011,15;274683,862;290518,501;308452,087;290075,14;336425,381
ÓLEO DIESEL (m3);2013;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;130825,934;119909,428;95075,941;1355561,808;98032,13;103211,531;100111,75;102864,972;109922,13;100346,5;133072,37;138380,49;123808,632
ÓLEO DIESEL (m3);2013;REGIÃO CENTRO-OESTE;MATO GROSSO;235224,636;267402,981;230647,131;175841,031;2704023,994;200128,662;230912,458;230085,253;200211,733;203520,703;225561,4;253891,544;250596,462
ÓLEO DIESEL (m3);2013;REGIÃO CENTRO-OESTE;GOIÁS;257991,801;246577,597;271104,54;234593,357;184546,38;2965275,419;228350,39;241448,66;255574,26;251735,309;261747,495;263218,508;268387,122
ÓLEO DIESEL (m3);2013;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;37274,107;39310,464;37384,3;40801,5;37021,876;34271,632;429026,715;31349,982;30453,3;34267,7;36087,8;36738,123;34065,931
ÓLEO DIESEL (m3);2014;REGIÃO NORTE;RONDÔNIA;67758,3;73009,108;72358,35;70346,754;75855,84;72458,3;63205,36;808440,252;55261,571;53451,217;77033,362;64097,935;63604,155
ÓLEO DIESEL (m3);2014;REGIÃO NORTE;ACRE;12915;13873,08;15840;14816;16702,5;16864;13622;15493,156;166990,189;12472,625;12053,827;10462;11876,001
ÓLEO DIESEL (m3);2014;REGIÃO NORTE;AMAZONAS;103790,637;125996,975;102641,157;114933,815;97409,725;119469,258;111156,981;102990,843;114102,042;1294935,9;102942,436;100230,989;99271,042
ÓLEO DIESEL (m3);2014;REGIÃO NORTE;RORAIMA;11375,6;10624;11428,2;7641,7;8271,2;7588,9;12080,8;10686,3;12711,2;13926,7;127577,4;10228,5;11014,3
ÓLEO DIESEL (m3);2014;REGIÃO NORTE;PARÁ;160324,867;164418,435;175045,456;186710,124;188237,556;202621,693;202372,659;206451,284;225957,702;202223,138;202327,831;2293119,943;176429,198
ÓLEO DIESEL (m3);2014;REGIÃO NORTE;AMAPÁ;43026,674;33144,1;31940,06;34483,86;33472,529;33192,916;37305,595;39907,266;42208,832;46438,623;48343,329;48277,26;471741,044
ÓLEO DIESEL (m3);2014;REGIÃO NORTE;TOCANTINS;907979,827;63854,45;66959,5;70741,773;72983,05;75815,211;72308,93;80739,553;79580,11;82474,85;88603,05;78219,65;75699,7
ÓLEO DIESEL (m3);2014;REGIÃO NORDESTE;MARANHÃO;115360,201;1289133,545;102128,885;91500,753;98363,922;97875,659;100762,502;98997,051;109855,438;118253,318;117246,5;124917,731;113871,585
ÓLEO DIESEL (m3);2014;REGIÃO NORDESTE;PIAUÍ;51578,83;52772,48;594132,56;44659,25;42231,48;43634,15;48536,75;49585,45;46232,6;51886,1;53058,57;54676,25;55280,65
ÓLEO DIESEL (m3);2014;REGIÃO NORDESTE;CEARÁ;112777,426;102183,993;102554,161;1164170,186;95155,538;91717,471;83445,627;87755,584;90839,674;87094,448;98654,305;103785,144;108206,815
ÓLEO DIESEL (m3);2014;REGIÃO NORDESTE;RIO GRANDE DO NORTE;59566;63845,05;60537,747;63216,45;631181,875;54612,5;44180,04;39946,729;46938;47754,888;45126,352;49214,619;56243,5
ÓLEO DIESEL (m3);2014;REGIÃO NORDESTE;PARAÍBA;43269,55;44572,64;46913,801;42267,95;44042,4;502420,824;42059,22;39767,533;38945,76;39901,57;41244,14;37374,08;42062,18
ÓLEO DIESEL (m3);2014;REGIÃO NORDESTE;PERNAMBUCO;137524,812;156278,8;170612,756;177205,559;163946,13;170038,453;1767395,859;151465,7;123228,308;121694,05;132245,505;144324,83;118830,956
ÓLEO DIESEL (m3);2014;REGIÃO NORDESTE;ALAGOAS;27033,9;29811,4;30441;34326,877;38897;39213,5;41569,62;420832,373;41622,944;37545,497;36706;33512,859;30151,776
ÓLEO DIESEL (m3);2014;REGIÃO NORDESTE;SERGIPE;33975,5;28511,916;29419;30297,4;32693,056;33667,9;31749,766;33129,1;382982,638;34169;31907;32162,5;31300,5
ÓLEO DIESEL (m3);2014;REGIÃO NORDESTE;BAHIA;310098,89;301527,028;265608,166;290477,876;299528,516;308515,8;317319,345;277149,088;276800,753;3447345,085;273139,724;257394,483;269785,416
ÓLEO DIESEL (m3);2014;REGIÃO SUDESTE;MINAS GERAIS;598737,889;614693,99;662477,737;607573,466;657873,649;670646,36;676491,776;710783,41;591646,113;567188,515;7535714,049;584823,407;592777,737
ÓLEO DIESEL (m3);2014;REGIÃO SUDESTE;ESPÍRITO SANTO;96878,312;98353,384;101929,852;105540,302;98919,621;103583,984;105776,934;112171,124;113177,556;96136,218;100390,263;1235647,236;102789,686
ÓLEO DIESEL (m3);2014;REGIÃO SUDESTE;RIO DE JANEIRO;255284,298;248164,558;239800,374;241005,915;260968,433;237235,749;258189,765;258431,52;265489,54;282292,598;248195,953;261934,345;3056993,048
ÓLEO DIESEL (m3);2014;REGIÃO SUDESTE;SÃO PAULO;12830153,24;919635,512;959603,245;997848,49;1056619,947;1150525,342;1062004,781;1136622,489;1182354,341;1152054,873;1241557,864;1014289,745;957036,607
ÓLEO DIESEL (m3);2014;REGIÃO SUL;PARANÁ;383267,895;5212964,654;394632;440294,25;438512,106;411245,533;439834,344;401535,246;465257,359;473556,224;448148,915;504042,494;412638,288
ÓLEO DIESEL (m3);2014;REGIÃO SUL;SANTA CATARINA;209523,016;198412,11;2562031,005;204293,212;205468,26;215247,108;216509,563;218482,226;191155,545;220863,159;221013,813;221466,925;239596,068
ÓLEO DIESEL (m3);2014;REGIÃO SUL;RIO GRANDE DO SUL;342430,89;310219,612;275162,306;3595228,137;261551,338;273910,683;337076,016;343655,319;305370,973;260491,148;283885,711;308670,587;292803,554
ÓLEO DIESEL (m3);2014;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;128867,1;143904,464;112142,52;99420,5;1403012,772;100693,889;116356,86;109340,511;103827,698;109141,46;114486,53;119900,69;144930,55
ÓLEO DIESEL (m3);2014;REGIÃO CENTRO-OESTE;MATO GROSSO;245568,834;244266,568;258931,653;209600,355;173929,272;2707304,09;198615,648;245276,865;253463,413;193964,201;215224,948;216782,113;251680,22
ÓLEO DIESEL (m3);2014;REGIÃO CENTRO-OESTE;GOIÁS;279609,034;296363,588;292891,621;307908,5;256518,892;224744,78;3177517,804;206784,095;269234,035;261154,003;263778,469;275241,983;243288,804
ÓLEO DIESEL (m3);2014;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;33789,322;37508,177;38485,403;40875,5;41724,262;36239,9;35596,496;444672,058;33989,25;34968,9;35642,943;36848,905;39003
ÓLEO DIESEL (m3);2015;REGIÃO NORTE;RONDÔNIA;64081,05;67625,175;76770,86412;72471,86002;71552,76873;75361,40394;67155,81682;68925,62404;804476,3281;59946,07532;50873,8;66054,91113;63656,979
ÓLEO DIESEL (m3);2015;REGIÃO NORTE;ACRE;11713;11712;13877;14155,33522;15060,32063;15674,73715;16071,25029;13682,71656;13991,00071;160460,602;12014,36025;10052;12456,88122
ÓLEO DIESEL (m3);2015;REGIÃO NORTE;AMAZONAS;91857,43156;100076,441;83814,633;86349,15;87828,86503;110895,8718;93041,27629;101841,1924;97151,52281;99279,04376;1135760,099;101909,8942;81714,777
ÓLEO DIESEL (m3);2015;REGIÃO NORTE;RORAIMA;11840,8;14075,30142;12376,5;11596,5;8255,4;7222,251082;6996,559388;13878,96317;12206,9552;8863,328231;9646,975531;128516,2732;11556,73921
ÓLEO DIESEL (m3);2015;REGIÃO NORTE;PARÁ;189163,2261;159239,247;187004,7982;184501,882;185148,643;197719,982;210374,7813;204597,2859;209584,9526;208897,596;191820,1231;193353,3677;2321405,885
ÓLEO DIESEL (m3);2015;REGIÃO NORTE;AMAPÁ;253669,9021;41898,32266;29120,743;25997,80987;18244,467;18021,275;17577,883;21435,07194;20435,08937;18503,98243;16918,43201;12268,41138;13248,41448
ÓLEO DIESEL (m3);2015;REGIÃO NORTE;TOCANTINS;73307,7695;887420,3179;66928,09614;61091,55;76945,68038;76587,5;71731,7;74634,678;76482,01001;74376,63438;76606,45813;84238,53822;74489,70314
ÓLEO DIESEL (m3);2015;REGIÃO NORDESTE;MARANHÃO;111519,5184;116648,8374;1341627,86;108294,2949;88908,843;103043,3662;106186,105;109230,646;115550,33;121739,8256;115719,8846;120365,8737;124420,335
ÓLEO DIESEL (m3);2015;REGIÃO NORDESTE;PIAUÍ;48667,44838;45047,03562;45666,28146;558834,9465;47399,33963;38879,5;44257,80085;47486,56;47582,8;48207,8;51792,58556;47194,74227;46653,0527
ÓLEO DIESEL (m3);2015;REGIÃO NORDESTE;CEARÁ;93653,36304;96312,95436;87201,12439;90312,56667;1076652,14;97731,70399;80959,011;88313,65611;82162,529;86313,926;89013,19;94137,73846;90540,37745
ÓLEO DIESEL (m3);2015;REGIÃO NORDESTE;RIO GRANDE DO NORTE;40378,22856;41225,28625;46956,66178;45742,12135;47487,34255;597425,2712;61853,59142;58776,536;59234,10651;45314,15;47497,5;52005,05;50954,6968
ÓLEO DIESEL (m3);2015;REGIÃO NORDESTE;PARAÍBA;39894,63725;39084,4577;40931,42886;43079,26172;40222,61079;40871,01647;483687,4469;44482,10557;38485,47;42075,0185;38769,21;37913,47;37878,76
ÓLEO DIESEL (m3);2015;REGIÃO NORDESTE;PERNAMBUCO;140262,521;127284,9367;110651,2581;115275,7519;125956,0108;126875,1327;121057,8164;1579836,241;162850,3107;142777,555;160987,6318;122928,156;122929,16
ÓLEO DIESEL (m3);2015;REGIÃO NORDESTE;ALAGOAS;29093,226;26986,5;28013,12589;28023,02476;30752,5407;36558,35085;36001,38136;39894,26183;403395,3122;40649,41698;33567,5;39156,48388;34699,5
ÓLEO DIESEL (m3);2015;REGIÃO NORDESTE;SERGIPE;29769,215;29166,49;28189;27606,26225;27006,20748;29592,88062;32068,71446;28983,8873;30535,44834;354657,5346;32574,31966;26742,604;32422,50545
ÓLEO DIESEL (m3);2015;REGIÃO NORDESTE;BAHIA;274263,1754;274259,848;263719,389;265099,219;283072,2562;280874,1899;278296,5208;280407,3589;259250,4749;256934,1246;3207214,29;270017,7481;221019,985
ÓLEO DIESEL (m3);2015;REGIÃO SUDESTE;MINAS GERAIS;489790,965;576701,8497;571102,981;569291,432;587950,05;621883,174;602446,9257;605979,0042;634907,0213;559360,2407;550863,3612;6935532,548;565255,5427
ÓLEO DIESEL (m3);2015;REGIÃO SUDESTE;ESPÍRITO SANTO;100082,2002;86068,672;100332,7561;94698,372;95855,323;95280,622;87152,82297;86739,60975;86785,00157;93987,05952;80766,48155;87714,89099;1095463,812
